id,name,headquarters,employeesSize,industryType,websiteList/0,websiteList/1,websiteList/2,websiteList/3,happinessScore,reviewScore,jobOffersCount,websiteList/4,websiteList/5,websiteList/6,websiteList/7,websiteList/8,websiteList/9,websiteList/10,websiteList/11
462b6691-88f0-4810-8de8-b0a1b34b25e5,Tonal,San Francisco,11 to 50,"Department, Clothing & Shoe Stores",http://www.tonal.com/,,,,,3.7,194,,,,,,,,
2551698b-63d0-4e60-940e-6d1b19dcc507,Enverus,Austin,"1,001 to 5,000","Energy, Mining & Utilities",https://www.enverus.com/,,,,,3.6,98,,,,,,,,
4bc8bbce-6062-4040-a67b-9fef6f498a3c,Amazon.com,"Seattle WA, USA","10,000+",Information Technology,https://www.instagram.com/insideamazon,https://www.amazon.jobs/en/,https://www.amazon.jobs/,,60,3.5,488,,,,,,,,
4e6f52dd-b7ac-4a69-8fb5-3fb716402699,SpaceX,"Hawthorne, CA","1,001 to 5,000",Aerospace & Defense,http://www.spacex.com/,,,,65,3.6,520,,,,,,,,
fd8475c4-b4b5-460e-939f-ad53420a08c1,Office of the Attorney General,,,State & Regional Agencies,,,,,74,4,152,,,,,,,,
ac4ab563-4180-4da4-a773-6f2f21904621,Synopsys,"Mountain View, CA","10,000+",Information Technology,https://www.instagram.com/synopsyslife,https://www.synopsys.com/careers.html,https://www.synopsys.com/,,,4.1,15,,,,,,,,
80988027-fed8-4839-bbb4-98a8c6878ae1,Houzz,Palo Alto,"1,001 to 5,000",Information Technology,https://www.youtube.com/user/HouzzTV,https://www.houzz.com/jobs,http://www.houzz.com/,,45,3.2,30,,,,,,,,
7a2b539b-70df-4aa0-87b8-2ec9c496dadc,Schenck Process,Berlin,"501 to 1,000",Manufacturing,http://www.schenckprocess.com/,,,,,3.3,39,,,,,,,,
9f917da8-b541-4ba1-9de6-f31b8900ddc5,Hewlett Packard Enterprise,3000 Hanover St 94304,"10,000+",Information Technology,https://www.youtube.com/channel/UCwlXmM9hY0amXfipcxvBm3g,https://www.instagram.com/hpe/,https://community.hpe.com/t5/HPE-Careers/bg-p/hpecareers,https://www.linkedin.com/company/hewlett-packard-enterprise?trk=hp-feed-company-name,74,3.8,750,http://careers.hpe.com/,,,,,,,
6c0fd7c2-02f0-4b7d-8217-df44afe4af00,Intercontinental Exchange,"Atlanta, GA","5,001 to 10,000",Financial Services,http://www.intercontinentalexchange.com/,,,,,3.3,166,,,,,,,,
25232781-ef0e-4aed-973f-bd17004e33e9,PayPal,"San Jose, California.","10,000+",Financial Services,https://www.linkedin.com/company/paypal/life/,"https://www.glassdoor.com/Overview/Working-at-PayPal-EI_IE9848.11,17.htm",http://www.paypal.com//jobs,,72,3.9,17,,,,,,,,
ba17e6d3-5dd1-4cce-9111-2ade93c0ee77,CrowdStrike,Sunnyvale,"1,001 to 5,000",Information Technology,https://www.instagram.com/crowdstrike,http://crowdstrike.jobs/,https://www.youtube.com/channel/UCsRdY9CtEVWTNO4ulwfzqVA,https://www.linkedin.com/company/crowdstrike/,,3.4,5,http://www.crowdstrike.com/,,,,,,,
d1a50007-53c2-4797-8b7d-5fa5cb3d607d,McGraw Hill,"New York City, New York, United States","1,001 to 5,000",Education,http://careers.mheducation.com/,,,,70,3.9,53,,,,,,,,
056f1cb6-8e26-48b9-a4af-9023dae657eb,Harris Computer Systems,"1 Antares Drive, Ottawa, ON K2E 8C4","1,001 to 5,000",Information Technology,"https://www.glassdoor.com/Overview/Working-at-Harris-Computer-EI_IE222321.11,26.htm",http://www.harriscomputer.com/en/,,,,3.3,120,,,,,,,,
ebee3ca2-4cc3-4691-a802-28ddb0ec888b,Navico,"Lysaker, NO","1,001 to 5,000",Manufacturing,https://www.navico.com/,,,,,3.6,14,,,,,,,,
4614f27a-9d2b-40b8-a7da-583c811cb821,Cooper Tire & Rubber Company,701 Lima Ave,"10,000+",Auto,http://www.coopertirecareers.com/,,,,64,3.6,93,,,,,,,,
f07b35e1-de6a-422f-b67e-070adcbad9d8,Envision,,,Telecommunications,,,,,,3.8,133,,,,,,,,
c8e275a8-2dd2-4adc-aae3-6ee8aa217071,KGPCo,Faribault,"1,001 to 5,000",Telecommunications,http://www.kgpco.com/,,,,59,3,252,,,,,,,,
7040e8d9-6c70-4528-b2fb-51a56e1e0210,National General Insurance,New York,"5,001 to 10,000",Insurance,https://careers.nationalgeneral.com/,https://www.linkedin.com/company/national-general-insurance,http://www.nationalgeneral.com/,,,,576,,,,,,,,
ba31a10d-0963-404b-a361-f9a54a49b43f,CNF Technologies,San Antonio,11 to 50,,https://www.cnftech.com/,,,,,4.5,21,,,,,,,,
9a118849-2224-4708-a2b5-e1470e8faae0,California Pizza Kitchen,"Playa Vista, CA","10,000+",Restaurants & Food Service,https://www.instagram.com/cpkepicnation,https://www.cpk.com/,,,64,3.8,1887,,,,,,,,
aac2fe70-2309-487c-917f-6097a66f5122,Victoria's Secret,"Four Limited Parkway East Reynoldsburg, OH 43068 United States","5,001 to 10,000",Retail & Wholesale,http://www.youtube.com/user/VICTORIASSECRET,http://pinterest.com/victoriassecret/,http://www.victoriassecret.com/,,64,3.7,2038,,,,,,,,
aac2ab52-29c5-4125-ab5d-be1b82475916,StrategIQ Commerce,Chicago,51 to 200,,http://www.strategiqcommerce.com/,,,,,2.7,4,,,,,,,,
710e7ad8-2b78-49fd-b8d9-e0fb59c194ca,Express Global Solutions,Fremont,,Software Development,http://www.egsonweb.com/,,,,,3,2,,,,,,,,
11a031a1-2128-4187-95e2-6e186593f0b5,KAR Global,"11299 N Illinois Street | Carmel, IN 46032","10,000+",Auto,https://www.karglobal.com/careers/,http://www.karglobal.com/,,,59,3.2,121,,,,,,,,
190db193-3b09-4cc2-908f-a2f0147a95e3,PerkinElmer,940 Winter Street Waltham MA 02451,"5,001 to 10,000",Healthcare,https://www.linkedin.com/company/perkinelmer/,https://www.youtube.com/perkinelmer,http://www.perkinelmer.com/,,61,3.6,671,,,,,,,,
20509614-ab43-41a6-b8ea-9341c3b5af01,Hexagon Manufacturing Intelligence,"250 Circuit Drive North Kingstown, RI 02852",,Manufacturing,https://www.hexagonmi.com/en-US,,,,,3.6,81,,,,,,,,
6baf5c32-45f8-4a52-af4c-ad11c3eceeb4,PepsiCo Beverages North America,"700 Anderson Hill Road Purchase, NY 10577 United States","10,000+",Retail & Wholesale,https://www.instagram.com/pepsicojobs,https://www.linkedin.com/company/pepsico,http://www.pepsico.com/,,61,3.8,2765,,,,,,,,
8f3ebb32-461a-4d9d-a45a-0d39ab08cdcb,u-blox,"Thalwil, Switzerland",,Information Technology,https://www.u-blox.com/en,,,,,3.5,5,,,,,,,,
7429411e-7735-4747-8ef4-b055a4c95be4,BlackLine,,,,,,,,,,,,,,,,,,
be29c68a-b1d5-42f5-9625-e3503ddc13e1,CompuGroup Medical,CompuGroup Medical SE & Co. KGaA Maria Trost 21 56070 Koblenz Telefon: +49 (0) 261 8000-0,"5,001 to 10,000",Information Technology,https://www.cgm.com/,,,,,2.7,34,,,,,,,,
8391a94b-f109-42fe-879f-fbbc5cc81ce8,Dover Corporation,"Downers Grove, Illinois","10,000+",Transportation Equipment Manufacturing,https://www.dovercorporation.com/about-us/careers/,http://www.dovercorporation.com/,,,,2.7,9,,,,,,,,
fdfbb085-1d3b-4341-a32b-1acf9f27ae61,CBOE,,,,,,,,,,2,,,,,,,,
1931e502-54b3-4ba2-97f5-be02acf73f46,Rewards Network,"2 North Riverside Plaza, Suite 200 Chicago, IL 60606",201 to 500,Financial Services,http://www.youtube.com/user/rewardsnetwork,https://www.rewardsnetwork.com/#,http://www.rewardsnetwork.com/,,,3.6,46,,,,,,,,
1d551dd7-e173-4651-b977-3083bdec4832,N2Y,,,,,,,,,4.5,82,,,,,,,,
2a1ed38f-72b8-464b-92c1-d4651caaf59e,Lincoln Electric,"Cleveland, OH","5,001 to 10,000",Manufacturing,http://lincolnelectric.ca/,,,,51,3.5,189,,,,,,,,
8a64417b-931f-42ad-b330-1a00272bf207,Accenture,Ireland,"10,000+",Consulting and Business Services,https://www.accenture.com/us-en/careers,https://www.accenture.com/careers,,,68,4,151,,,,,,,,
dcc17cd3-35c9-49e7-94c5-1f0e10de5478,Cherokee Nation Businesses,Catoosa,"1,001 to 5,000",Government & Public Administration,http://cherokeenationbusinesses.com/Pages/home.aspx,,,,67,3.4,18,,,,,,,,
af3aaf72-2a2c-4291-a0a4-77262d068605,ServiceNow,"Headquarters: Santa Clara, CA","5,001 to 10,000",Information Technology,https://www.instagram.com/lifeatnow,https://www.linkedin.com/company/servicenow,https://www.servicenow.com/careers.html,http://servicenow.com/careers,,,23,,,,,,,,
e5f64f8e-f842-4849-b8b5-54b42ed20d82,Assurant,"55 Broadway Suite 2901 New York, NY 10006","10,000+",Insurance,https://jobs.assurant.com/?utm_source=indeed&utm_medium=aboutus,http://www.assurant.com/,,,60,3.5,12,,,,,,,,
1d7a0be3-95d5-449b-b235-b2670619d8a6,General Motors,"Detroit, MI","10,000+",Transportation Equipment Manufacturing,https://www.youtube.com/GMBlogs,http://gm.com/,,,63,4,1414,,,,,,,,
7a2f3f1e-d1e9-41ff-9dc2-cc4a79f910d7,Cirrus Aircraft,"Duluth, Minnesota",,Transportation & Logistics,http://cirrusaircraft.com/,,,,52,3.4,255,,,,,,,,
681625c3-811c-4314-938d-d2b62fffa516,Kent State University,"Kent, OH","5,001 to 10,000",Education,https://www.kent.edu/,,,,79,4.3,139,,,,,,,,
e19ac360-fd6f-4f38-a6c7-dc5beac2f26f,sagenet,Tulsa,201 to 500,,http://www.sagenet.com/,,,,,3.3,16,,,,,,,,
382b7032-84b5-483e-925c-4e24498ec608,Expedia Group,"1111 Expedia Group Way West, Seattle, WA 98119","10,000+",Information Technology,https://www.linkedin.com/company/expedia/life/,https://blog.lifeatexpediagroup.com/,https://pages.beamery.com/lifeatexpedia/form/talentcommunity,https://lifeatexpediagroup.com/,69,3.9,682,,,,,,,,
64b6587f-d573-4fea-8164-792b76fe82f6,NOVOGRADAC & COMPANY,,,,,,,,,2.7,84,,,,,,,,
b5b1b17e-2690-4fe0-a264-67399493030f,Compugain,"Herndon, VA",201 to 500,Financial Services,http://www.compugain.com/,,,,,3.8,10,,,,,,,,
c1951bb8-9b7b-4b5a-9b2a-00da10099f96,designory,Long Beach,51 to 200,Management & Consulting,https://www.designory.com/,,,,,3.5,78,,,,,,,,
f49f4678-cf13-41a9-aa8e-bf76613107bc,"TrueCar, Inc.","120 Broadway, Suite 200 Santa Monica, CA 90401","501 to 1,000",Information Technology,https://www.truecar.com/#/,,,,,3.5,25,,,,,,,,
ebe44195-5bc2-440b-9515-9a91f3c99c10,Universal Electronics,,,Manufacturing,http://uei.com/,,,,,3.3,25,,,,,,,,
c043fc55-7eb0-43a7-848d-5c13e0387bea,Baker Hughes Incorporated,"Houston Texas, United States","10,000+",Manufacturing,https://www.bhge.com/,,,,69,4,601,,,,,,,,
fbd041d1-c81a-45b4-8c07-0e7710702a31,Sartorius,"Otto-Brenner-Straße 20, 37079 Göttingen, Germany","10,000+",Pharmaceutical & Biotechnology,https://www.sartorius.com/en/company/career,,,,,3.7,320,,,,,,,,
3c909ccd-d85f-4637-b6ce-6be68e37c0d8,Daxko,"600 University Park Place Suite 500 Birmingham, AL 35209",201 to 500,Information Technology,http://daxko.com/,,,,,3.2,51,,,,,,,,
5656d8c4-81d3-4bd5-a370-e3d8bb5ee0ad,Kaleidoscope,"Offices in Chicago, New York, Cincinnati, Dubai, and Minneapolis Headquarters: 700 N. Sacramento Blvd. Chicago, IL 60612",51 to 200,Consulting and Business Services,https://www.thinkkaleidoscope.com/,,,,,3.4,53,,,,,,,,
8220ac9e-9d1e-49bf-b3cc-97d0b1800330,Orion Health,"Orion Health is headquartered in Orion House, 181 Grafton Road, Grafton, Auckland, 1010, New Zealand. We operate in 20 offices across 13 countries in EMEA, APAC, Canada and USA regions.","501 to 1,000",,https://www.instagram.com/orionhealthofficial,https://www.youtube.com/c/orionhealth/,http://www.orionhealth.com/,,,3.2,27,,,,,,,,
cef637f9-7c29-4bbc-89aa-0b1aa5a78d47,Cresttek LLC,Dublin,51 to 200,Auto,https://www.cresttek.com/,,,,,3.4,114,,,,,,,,
06a4720b-5a88-484b-bf6e-d41337b9523c,"Flexjet, LLC.",Cleveland,"501 to 1,000",Transportation & Logistics,http://www.flexjet.com/,,,,,3.7,89,,,,,,,,
8a9f4aec-e6fd-4929-b974-2e63613a4a0b,Federal Reserve Bank of Chicago,"Chicago, IL","1,001 to 5,000","Arts, Entertainment & Recreation",https://www.chicagofed.org/,,,,,3.5,42,,,,,,,,
d05b4981-bd59-4427-8d23-e20ee2710ab4,Tulsa Community College,"Tulsa, OK","1,001 to 5,000",Education,https://www.tulsacc.edu/,,,,75,4,82,,,,,,,,
f6693ea7-032b-4a4f-ad1b-649b310886aa,GOAT,,"501 to 1,000",Retail & Wholesale,https://www.goat.com/,,,,,3.2,103,,,,,,,,
5ee10241-3a99-46f9-9022-442a42d5bdd7,Waymo,Mountain View,11 to 50,Transportation & Logistics,https://waymo.com/,,,,,3.2,119,,,,,,,,
b6f6091a-dd6b-4dce-b9cb-2826aeda69c1,"SilverRock Automotive, Inc.","7465 E. Hampton Ave. Mesa, AZ 85209",201 to 500,Auto,https://www.silverrockinc.com/,,,,,3,44,,,,,,,,
c6a50abf-9f06-4cbf-8e90-a4711adc6ae9,"Under Armour, Inc","Under Armour Global Headquarters 1020 Hull Street Baltimore Maryland, 21230 United States","1,001 to 5,000",Manufacturing,http://www.underarmour.jobs/,,,,70,3.8,624,,,,,,,,
3b0b4a47-de1f-47b6-a8ca-2b771e3b14bf,OnIT,,,,,,,,,4.7,30,,,,,,,,
264e5b46-5402-4269-baf2-3b10a18ac4f8,Xaxis,New York,"501 to 1,000",,https://www.xaxis.com/,,,,,3.5,265,,,,,,,,
0d3ac4ef-2c59-42ac-bfe7-2b2110d0a33b,DONNELLEY FINANCIAL SOLUTIONS,Chicago,"1,001 to 5,000",Consulting and Business Services,http://www.dfsco.com/,,,,56,3,66,,,,,,,,
5cf97dfd-39bd-4513-b717-796f8f244b58,KPMG,"345 Park Ave, New York, NY 10154, United States","10,000+",Management & Consulting,https://us-jobs.kpmg.com/,http://kpmgcampus.com/,https://www.instagram.com/kpmg_us_careers/,https://home.kpmg/xx/en/home.html,65,3.9,189,,,,,,,,
6321eacd-3d74-4373-adc9-935c21f7243f,"the jdi group, Inc.","360 W. Dussel Drive, Maumee, OH 43537",51 to 200,"Construction, Repair & Maintenance Services",https://www.linkedin.com/company/the-jdi-group-inc-,https://thejdigroup.com/,,,,3.3,28,,,,,,,,
04fbb7b9-fb61-41db-9647-226f20867b44,Ascension,"St. Louis, MO","10,000+",Hospitals & Health Clinics,https://www.instagram.com/ascensioncareers,https://jobs.ascension.org/careers-home/,,,61,3.7,318,,,,,,,,
94317ad0-fc14-4af1-9c01-086a93135ab9,Tremco Incorporated,"Beachwood, OH","1,001 to 5,000","Construction, Repair & Maintenance Services",https://twitter.com/tremcosealants,http://www.tremcocpg.com/,,,63,3.5,486,,,,,,,,
7dd47229-e9b8-44d9-a93c-5236d4dfd911,University of California Los Angeles,"Los Angeles, CA","1,001 to 5,000",Education,http://www.ucla.edu/,,,,78,4.3,345,,,,,,,,
d1f80eb6-b537-4976-8dda-1c82a1cfd33d,Huntington Bank,"Columbus, Ohio","10,000+",Financial Services,https://www.huntington.com/,,,,56,3.5,712,,,,,,,,
1cf6f1ef-446e-481b-8a15-9b280339362d,Marsh,"New York, NY","10,000+",Insurance,https://www.marsh.com/,,,,,3.7,79,,,,,,,,
dbbd0f01-e0f3-461e-b92b-1995dd8a0b41,Kantar,"London, UK",,Media & Communication,https://www.instagram.com/kantarofficial,https://www.kantar.com/about,https://www.linkedin.com/company/kantar,https://www.kantar.com/careers,67,3.7,179,http://www.kantar.com/,,,,,,,
82255f03-fac5-4107-8bb0-2a3850dee4e7,Garmin,"1200 E. 151st Street Olathe, KS 66062 United States","10,000+",Manufacturing,http://www.garmin.com/careers,http://www.garmin.com/,,,64,3.7,456,,,,,,,,
3e659ccc-1f59-40a0-94ab-9b1aec8540ba,City of Phoenix,"Phoenix, AZ","10,000+",Government & Public Administration,http://www.phoenix.gov/,,,,74,4.2,44,,,,,,,,
1e6cae96-1da0-4587-aae4-df9618865dc0,Avant,"222 N LaSalle St #1700, Chicago, IL 60601","501 to 1,000",Financial Services,https://www.linkedin.com/company/avant-us/,https://www.avant.com/,,,50,3,31,,,,,,,,
03764cf3-c027-42df-b0c2-099880a39897,Abbott,"Headquarters Abbott Laboratories 100 Abbott Park Road Abbott Park, Illinois 60064-3500","10,000+",Healthcare,https://www.instagram.com/abbottglobal,https://www.linkedin.com/company/abbott-,https://www.youtube.com/c/abbott,https://www.abbott.com/careers,67,4,2254,https://www.jobs.abbott/,http://www.abbott.com/,,,,,,
6378f3f4-d640-4c57-8e58-a4b2309dab88,True Sky Credit Union,Oklahoma City,51 to 200,Financial Services,http://www.trueskycu.org/,,,,,2.3,32,,,,,,,,
a388dd1a-35d9-4a64-9b2b-bea04559e1bb,DXC Technology,"Ashburn, VA","10,000+",Information Technology,https://www.instagram.com/dxctechnology,https://www.linkedin.com/company/dxctechnology,https://www.dxc.technology/,https://dxc.com/,54,3.2,1,,,,,,,,
f3a65b65-0905-41ff-9219-165510652191,USI Insurance Services,"100 Summit Lake Drive, Suite 400 Valhalla, New York 10595","5,001 to 10,000",Insurance,https://www.instagram.com/usiinsuranceservices,https://www.linkedin.com/company/usi-insurance-services/?viewAsMember=true,https://jobs.usi.com/,http://www.usi.com/,53,3,39,,,,,,,,
077e879d-c873-4979-bd77-ad62efe3436e,Omnicell,"Mountain View, CA","1,001 to 5,000",Pharmaceutical & Biotechnology,https://www.omnicell.com/careers,https://www.omnicell.com/,,,62,3.5,290,,,,,,,,
69115ea1-5b24-438a-a329-c8576cf1c292,Schaeffler Group,Industriestraße 1-3 91074 Herzogenaurach,"10,000+",Auto,https://www.instagram.com/schaefflergroup,https://www.youtube.com/user/SchaefflerGlobal,https://www.linkedin.com/company/schaeffler,https://www.facebook.com/schaefflergroup,53,3.7,170,http://www.schaeffler.com/,,,,,,,
e7ac0b01-79e6-4a6f-b840-79dbf3f57f8c,"Navistar, Inc.","2701 Navistar Dr. Lisle IL, United States 60532","10,000+",Manufacturing,http://www.navistar.com/,,,,64,3.6,319,,,,,,,,
18a2d514-f21a-4d81-bec0-2a9f37392b86,Nisum,"500 S Kraemer Blvd. Suite 301 Brea, CA 92821","1,001 to 5,000",Software Development,http://www.nisum.com/,,,,,3.8,287,,,,,,,,
56a2044a-8240-4307-93b8-de3e4f542cba,OEConnection,Richfield,51 to 200,,https://www.oeconnection.com/,,,,,3.3,24,,,,,,,,
8de589c6-0a54-4452-8fd3-5710b0c71c85,Zimmer Biomet,Warsaw,"10,000+",Healthcare,https://www.zimmerbiomet.com/en/about-us/careers.html,https://www.zimmerbiomet.com/,,,61,3.5,672,,,,,,,,
f083c899-5894-4bb3-94be-b497779e2346,Indiegogo,San Francisco,,,https://www.indiegogo.com/careers,https://www.indiegogo.com/,,,,4.5,3,,,,,,,,
5a9f1190-6ba3-4adb-96bb-fa6c12a83b97,Kibo Commerce,,,,,,,,,2.8,39,,,,,,,,
e58b1e43-5341-4497-baca-6c664c25c60c,Zachary Piper Solutions,"1410 Spring Hill Rd., Suite 300","501 to 1,000",Government & Public Administration,http://zacharypiper.com/,,,,,4,232,,,,,,,,
534c23f8-6089-47a2-afe1-5a1054880923,Walker & Dunlop,"7501 Wisconsin Avenue, Suite 1200E Bethesda MD 20814","501 to 1,000",Financial Services,https://www.walkerdunlop.com/power-people/open-positions/,http://www.walkerdunlop.com/,,,,4,75,,,,,,,,
792f1bf3-ce95-4b5a-9ec0-91ddd73f2f76,"University of California, Riverside","Riverside, CA","1,001 to 5,000",Education,https://www.ucr.edu/,,,,76,4.3,77,,,,,,,,
c9e8386e-a672-4b1e-a0b0-9f45fbc8f631,Western Alliance Bank,"Phoenix, AZ","1,001 to 5,000",Financial Services,http://www.westernalliancebank.com/,,,,,3.1,317,,,,,,,,
5d4ab356-bcc4-4e91-b878-5c0abb0c78dc,SS&C,"Corporate Headquarters 80 Lamberton Road Windsor, CT 06095","10,000+",Financial Services,https://www.instagram.com/ssctechnologies,https://www.ssctech.com/about-us/careers,https://www.linkedin.com/company/ss-c-technologies/,https://www.youtube.com/c/SsctechInc,47,3.2,127,https://www.ssctech.com/,,,,,,,
21c0cceb-3ae5-4272-95c2-d1bde74288eb,Lowe's Home Improvement,"1000 Lowe's Blvd. Mooresville NC, United States 28117","10,000+",Retail & Wholesale,https://www.instagram.com/lowescareers,https://www.linkedin.com/company/lowe's-home-improvement/,https://corporate.lowes.com/careers/,https://jobs.lowes.com/,57,3.5,24,,,,,,,,
53e148c7-65d2-4193-a1d8-8a9382bdeb02,Teradyne,"North Reading, MA","1,001 to 5,000",Manufacturing,https://www.teradyne.com/,,,,,4.1,98,,,,,,,,
1763682d-ef28-4687-a383-f3c48bf913aa,Multiplan,"New York, NY","501 to 1,000",,http://www.multiplan.com/,,,,58,3.5,64,,,,,,,,
a2c9583a-38aa-4073-be35-17e872598b34,Veritone,Costa Mesa,51 to 200,Telecommunications,https://www.veritone.com/,,,,,3.1,55,,,,,,,,
df8edabe-75f2-4469-9d61-58d83c0312ac,Western & Southern Financial Group,"400 Broadway Cincinnati, OH 45202","1,001 to 5,000",Financial Services,http://www.westernsouthern.com/,,,,61,3.4,265,,,,,,,,
cbc04224-c575-44b4-ad00-99b06b131c40,CYMSTAR LLC,,,,,,,,,3.5,7,,,,,,,,
c4d36541-a147-409a-993d-8e460485d499,defi SOLUTIONS,Westlake,11 to 50,,https://www.defisolutions.com/,,,,,2.8,1138,,,,,,,,
a8961bbf-17fd-416b-a5f1-d296ce339c28,Viant,Tempe,"501 to 1,000",Manufacturing,https://viantinc.com/,,,,,3.2,69,,,,,,,,
e482b8a1-b0df-4650-b17d-02bd2de2ac1a,Apex Supply Chain Technologies,"Hartlebury, Worcestershire",11 to 50,Manufacturing,http://www.apexsupplychain.com/,,,,,2.8,11,,,,,,,,
35030921-9a97-45ca-986f-6b7f01f662ea,"Allsup, LLC","300 Allsup Place, Belleville, IL 62223",201 to 500,Insurance,https://www.linkedin.com/company/allsup-llc/,https://www.youtube.com/user/wecareaboutu,http://allsup.com/,,,3,6,,,,,,,,
e9362f90-9ff4-4315-b51c-3778c7bcad5e,Illumination Works llc,Beavercreek,51 to 200,,http://www.ilwllc.com/,,,,,3.7,11,,,,,,,,
b2da988a-3a91-4f15-886b-5851be426a0f,athenahealth,"311 Arsenal Street Watertown, MA 02472 United States","5,001 to 10,000",Information Technology,https://www.athenahealth.com/athenahealthCareers,,,,61,3.7,156,,,,,,,,
c638a35a-6745-43fd-b762-d027b44a135a,CHANGE RESEARCH,San Francisco,11 to 50,,http://www.changeresearch.com/,,,,,4.5,2,,,,,,,,
499d3ff4-27b8-44ef-919b-c96c001705f4,Capital One,"1680 Capital One Dr. Mclean VA, United States 22102","10,000+",Financial Services,https://www.instagram.com/capitalonecareers,https://www.capitalonecareers.com/locations,https://www.capitalonecareers.com/,,70,3.9,25,,,,,,,,
bbf89dab-64c6-4dae-9ff4-5b2a9d82c798,KINSHIP,,,Advertising & Public Relations,,,,,,4.2,106,,,,,,,,
be330efd-a89f-45e9-88b5-236a053dec8b,Canon Medical Systems,"Minnetonka, MN",201 to 500,Healthcare,https://www.vitalimages.com/,,,,,3.6,66,,,,,,,,
98c729eb-d988-4475-b710-c0240a2b5aeb,Coalfire,"Westminster, Colorado (Corporate HQ) | Reston, Virginia (Federal HQ)","501 to 1,000",Information Technology,https://www.coalfire.com/,,,,,3.7,72,,,,,,,,
b782a9dc-3fb8-4123-8033-8b4168858115,DIRECTV,"2230 E. Imperial Hwy. El Segundo CA, United States 90245","10,000+",Media & Communication,https://www.instagram.com/directv,https://www.youtube.com/user/DIRECTV,https://www.linkedin.com/company/directv/,https://jobs.directv.com/,58,3.7,287,,,,,,,,
0724a8c8-0ccf-4af1-b2ce-1b38c9931b00,Ubisoft,"Montreuil, FR","10,000+",Information Technology,https://www.ubisoft.com/fr-fr/recrutement/travailler-chez-ubisoft.aspx,,,,54,3.8,80,,,,,,,,
2df5df20-8dea-47d2-a3ab-27ee22994872,Baylor College of Medicine,"Baylor College of Medicine One Baylor Plaza Houston, TX 77030","5,001 to 10,000",Education,https://www.bcm.edu/careers,https://plus.google.com/u/0/+baylorcollegemedicine/posts#+baylorcollegemedicine/posts,http://www.youtube.com/BCMweb,http://www.bcm.edu/,61,3.9,773,,,,,,,,
5ed22df0-3f21-4de2-8e7f-8a9de55f0ce0,Safran,"2, boulevard du Général Martial Valin, Paris","10,000+",Aerospace & Defense,http://safran-group.com/,,,,63,3.7,495,,,,,,,,
2d1156d1-6a43-46ed-8da6-68c032d72ec0,Drov Technologies,Oklahoma City,11 to 50,Transportation & Logistics,https://www.drovtechnologies.com/,,,,,3.3,3,,,,,,,,
710c87af-e6a4-42c7-9bea-f944447ce3a6,EAB,"2445 M St NW, Washington, DC 20037","1,001 to 5,000",Education,http://www.eab.com/,,,,,3.6,154,,,,,,,,
2a65f49e-1e3e-4db5-aca0-4f7f2c807a36,University of Dayton,300 College Park,"1,001 to 5,000",Education,https://udayton.edu/,,,,73,4.4,135,,,,,,,,
6d55b179-3113-4e4e-8707-e1f4cc7d5c83,Ad Hoc Team,Ad Hoc is a remote-first workplace. Many of our roles allow for work from home anywhere within the U.S.,201 to 500,Information Technology,https://adhocteam.us/,,,,,5,768,,,,,,,,
5d4cc07f-5aa2-424c-bb23-90d9560e7f3f,Freeman,,,Machinery Manufacturing,https://www.freeman.com/about/careers/,http://www.freemanco.com/,,,84,4.3,23,,,,,,,,
3c8585b9-3c0f-417e-8366-47293305bf5a,Tetra Tech,"3475 E. Foothill Blvd. Pasadena, CA 91107","10,000+",Information Technology,https://www.tetratech.com/,,,,70,3.8,978,,,,,,,,
534d5a2f-5e58-48be-acef-08fd8326af18,Katmai,,,Aerospace & Defense,,,,,,3.2,132,,,,,,,,
893a6f76-5be0-4027-acc3-7d1c09a34c1c,ASM,"3440 E University Dr, Phoenix, AZ 85034","1,001 to 5,000",Manufacturing,https://www.asm.com/home,,,,,4.3,77,,,,,,,,
23b67b75-e933-4cab-8ce9-91da25f8fcc6,loanDepot,Foothill Ranch,"10,000+",Financial Services,https://www.linkedin.com/company/701854/,https://www.loandepotlivewell.com/,https://warheroesonwater.com/?fbclid=IwAR1Xl2O5urybMQpF3LFRCW2IBq9_XR3BK-AA2LPbkwZiD5lbS_3-kuN_BuQ,https://www.instagram.com/loandepot,54,3.1,250,https://careers.loandepot.com/job-list,,,,,,,
0c2bba60-4c30-4cdb-9c86-d0536a07bdbf,Smartrise Engineering,"1235 N. Union Bower Drive Irving, TX 75061",51 to 200,Manufacturing,https://www.instagram.com/smartrise,https://www2.appone.com/Search/Search.aspx?ServerVar=smartriseengineering.appone.com,http://www.smartrise.us/,,,3.5,16,,,,,,,,
bd1dc569-c0da-4869-a6ec-6a960a167234,Apex Capital Corp,"6000 Western Place Suite 1000 Fort Worth, TX 76107",201 to 500,Financial Services,https://www.apexcapitalcorp.com/,,,,,4.9,10,,,,,,,,
bc245bdc-0b9d-4b8a-bbbd-772b3269856c,Ohio University,"Athens, OH","5,001 to 10,000",Education,https://www.ohio.edu/,,,,72,4.3,120,,,,,,,,
4b8b8b38-82ef-4bbe-8be1-7badd399cb4c,MSCI Inc,,,Financial Services,https://www.msci.com/japan,,,,,3.9,54,,,,,,,,
